,時間戳記,照片 Picture,品牌 Brand,衣服長度 Clothes Length,服裝部位 Clothing Part,上半身 衣服種類 Top Clothing Type,下半身衣服種類 Bottom Clothing Type,價格 Price
1369,2024/11/5 下午 9:20:39,https://drive.google.com/open?id=1Ckl6O_ABbtg446hv23n-sWTDCPsDAu0d,New Balance,短 short,上半身 Top,T-Shirt,,1280
1370,2024/11/5 下午 9:21:07,https://drive.google.com/open?id=1yddko0VN0q_plA3iVSH3d-TdJnUasmgD,New Balance,短 short,上半身 Top,T-Shirt,,1280
1371,2024/11/5 下午 9:22:19,https://drive.google.com/open?id=1QKBzl4HgL9t8oiWTpCWmpfPIzcxRk4n2,New Balance,長 long,上半身 Top,T-Shirt,,3280
1372,2024/11/5 下午 9:22:38,https://drive.google.com/open?id=1nWfrohmLa7bcs_C0-hIyjWv0EN-3ohMZ,New Balance,長 long,上半身 Top,T-Shirt,,3280
1373,2024/11/5 下午 9:22:57,https://drive.google.com/open?id=1bQlrQpvuAxzTviA4EqMRtRmsj190_xjd,New Balance,長 long,上半身 Top,T-Shirt,,3280
1374,2024/11/5 下午 9:23:17,https://drive.google.com/open?id=1oko5vL9gnQN8a-juZGuUheryVtDXxdEj,New Balance,長 long,上半身 Top,T-Shirt,,3280
1375,2024/11/5 下午 9:23:36,https://drive.google.com/open?id=1rnqQjzLucZd9Oh-a5tI1gKpCnzdLTaz4,New Balance,長 long,上半身 Top,T-Shirt,,3280
1376,2024/11/5 下午 9:27:09,https://drive.google.com/open?id=11yqi0OEpsKKlesWmpUKpqs4IXQw83w-i,New Balance,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,4080
1377,2024/11/5 下午 9:27:28,https://drive.google.com/open?id=12r35iEjwDkr_rNR7jcQbiBIZRtoz5igj,New Balance,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,4080
1378,2024/11/5 下午 9:27:50,https://drive.google.com/open?id=1Au19cMpzg4y2lWnE38jfkSvwYw45Glow,New Balance,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,4080
1379,2024/11/5 下午 9:29:31,https://drive.google.com/open?id=1Z-o-VPICQa1Jz1eUu91-125EUbhFwrZK,New Balance,長 long,上半身 Top,外套 Jacket,,6880
1380,2024/11/5 下午 9:29:51,https://drive.google.com/open?id=1gC8cZORQ4G71BpYDwDn4uXxpr0KuSQcY,New Balance,長 long,上半身 Top,外套 Jacket,,6880
1381,2024/11/5 下午 9:30:13,https://drive.google.com/open?id=1VLUBuuBcoezt09dPVR4Ul06d6F3IEPTG,New Balance,長 long,上半身 Top,外套 Jacket,,6880
1382,2024/11/5 下午 9:30:34,https://drive.google.com/open?id=1SwYLfLwCSyNxlCORKViETnrSIl-F3m5w,New Balance,長 long,上半身 Top,外套 Jacket,,6880
1383,2024/11/5 下午 9:32:02,https://drive.google.com/open?id=1G92fBIN6Cw7LDvBJfyN-pO7HohYedLeE,New Balance,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1480
1384,2024/11/5 下午 9:32:21,https://drive.google.com/open?id=117akl_XLx2srZIO5bx5vsvA3DufOAQpI,New Balance,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1480
1385,2024/11/5 下午 9:34:25,https://drive.google.com/open?id=1L7gkul0cY_n1qJg_PmeDN97F7-n40iUx,New Balance,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 休閒褲/裙 casual pants/skirt, 褲子 pants",5680
1386,2024/11/5 下午 9:34:46,https://drive.google.com/open?id=1H-ar5bvgaRnXEAndDuVaipKKW93snO4f,New Balance,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 休閒褲/裙 casual pants/skirt, 褲子 pants",5680
1387,2024/11/5 下午 9:35:58,https://drive.google.com/open?id=11JtFccQuFUtd9uz6FnPttdhDmomGwVRs,New Balance,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 休閒褲/裙 casual pants/skirt, 褲子 pants",1880
1388,2024/11/5 下午 9:38:39,https://drive.google.com/open?id=1xSeIepFnheT3_YT0m95YGMKjsnEcofhm,New Balance,短 short,上半身 Top,T-Shirt,,4680
1389,2024/11/5 下午 9:39:25,https://drive.google.com/open?id=14U4f7MekyT9v017in7Z-boMB73uJlTKI,New Balance,短 short,上半身 Top,T-Shirt,,4680
1390,2024/11/5 下午 9:40:46,https://drive.google.com/open?id=138jRqjR4MeNUnUbwfbq5lfED6bVajbrL,New Balance,長 long,上半身 Top,"外套 Jacket, 西裝 Suit",,5280
1391,2024/11/5 下午 9:41:10,https://drive.google.com/open?id=1wLm0WDXhCmeRy2DBsS7RhVtqBCeQmi5O,New Balance,長 long,上半身 Top,"外套 Jacket, 西裝 Suit",,5280
1392,2024/11/5 下午 9:42:07,https://drive.google.com/open?id=1LHdtSI0gCyEwAtKwu4rLcApa2zYZVivW,New Balance,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 裙子 skirt",4680
1393,2024/11/5 下午 9:44:14,https://drive.google.com/open?id=1OQODkdxI-fHRKdjkxIF5nphvlY_pUwQB,New Balance,長 long,上半身 Top,T-Shirt,,1880
1394,2024/11/5 下午 9:44:34,https://drive.google.com/open?id=10rYuwp9ylILBnr01r9RNdkiAnqAmLZtT,New Balance,長 long,上半身 Top,T-Shirt,,1880
1395,2024/11/5 下午 9:44:54,https://drive.google.com/open?id=1MdLYLu-90TvE5-YaJD14asfORi61mYBl,New Balance,長 long,上半身 Top,T-Shirt,,1880
1396,2024/11/5 下午 9:46:29,https://drive.google.com/open?id=1NrLW43dUYU6Pc_hIwf2S9sYbxtxejlh0,New Balance,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 休閒褲/裙 casual pants/skirt, 褲子 pants",4680
1397,2024/11/5 下午 9:46:48,https://drive.google.com/open?id=1ivJLQT02bWPeaLAwr70NWqJgIoE9vYOI,New Balance,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 休閒褲/裙 casual pants/skirt, 褲子 pants",4680
1398,2024/11/5 下午 9:47:58,https://drive.google.com/open?id=1kz9bK2qUxWPx10m4KU1edtABr2gT3hTZ,New Balance,長 long,上半身 Top,"外套 Jacket, 西裝 Suit",,4880
1399,2024/11/5 下午 9:48:17,https://drive.google.com/open?id=10BlIr3g0XtutSCY86o9lR0f_xFN1Kphz,New Balance,長 long,上半身 Top,"外套 Jacket, 西裝 Suit",,4880
1400,2024/11/5 下午 9:50:06,https://drive.google.com/open?id=1iRuykm7OD1hcwOmMmaslYy7DPSFYEu-t,New Balance,長 long,下半身 Bottom,,"西裝褲、裙 dress pants、skirt, 褲子 pants",4280
1401,2024/11/5 下午 9:50:25,https://drive.google.com/open?id=1XCydwoeHDMDmMMpPgXPO5pcwt7WRCXNs,New Balance,長 long,下半身 Bottom,,"西裝褲、裙 dress pants、skirt, 褲子 pants",4280
1402,2024/11/5 下午 9:52:15,https://drive.google.com/open?id=1f9zkGrPP6pRyDx4ENlpdmPsHC2yNxO8w,New Balance,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 褲子 pants",4080
1403,2024/11/5 下午 9:52:36,https://drive.google.com/open?id=1SedDmsM9mRsm3psJxyGj_1pVTDWmmzhk,New Balance,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 褲子 pants",4080
1404,2024/11/5 下午 9:55:01,https://drive.google.com/open?id=1aD4sKMR-F3q3EykVLh0AL5HETA90lw-_,New Balance,長 long,上半身 Top,外套 Jacket,,6980
1405,2024/11/5 下午 9:55:20,https://drive.google.com/open?id=1r7OFywczwtbjvY2f_7SszsRYImnJ3aAD,New Balance,長 long,上半身 Top,外套 Jacket,,6980
1406,2024/11/5 下午 9:57:03,https://drive.google.com/open?id=10AZrs2ayJaLUtlhdvS6ax17rhYSPd2go,New Balance,長 long,上半身 Top,外套 Jacket,,9980
1407,2024/11/5 下午 9:57:23,https://drive.google.com/open?id=1-61V8m757vEJDxx-KouFLaeWPAK4GdCw,New Balance,長 long,上半身 Top,外套 Jacket,,9980
1408,2024/11/5 下午 9:58:19,https://drive.google.com/open?id=1J4cTA_SGx-dles9Nz6E0Wg9WaiDv9W1L,New Balance,長 long,下半身 Bottom,,"西裝褲、裙 dress pants、skirt, 褲子 pants",4280
1409,2024/11/5 下午 9:58:45,https://drive.google.com/open?id=1720Blp7ssTFeyECMkgHkOB2RQWBup6ar,New Balance,長 long,下半身 Bottom,,"西裝褲、裙 dress pants、skirt, 褲子 pants",4280
1410,2024/11/5 下午 11:11:48,https://drive.google.com/open?id=1xsdvpRxTNXOnMKW_DLuMiyfXk9IPZXrS,New Balance,長 long,上半身 Top,外套 Jacket,,4280
1411,2024/11/5 下午 11:13:54,https://drive.google.com/open?id=13pqfc9SdibC_arCbv0ds9-KL8QtlNZAi,New Balance,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 褲子 pants",3680
1412,2024/11/5 下午 11:14:17,https://drive.google.com/open?id=1hC-fezhwHUuSBswlV5dA-f3TqwVbYSfJ,New Balance,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 褲子 pants",3680
1413,2024/11/5 下午 11:17:45,https://drive.google.com/open?id=1k648kVjOAuEZhRG5wdcsZO3zOY_4W5V_,New Balance,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 褲子 pants",3680
1414,2024/11/5 下午 11:18:07,https://drive.google.com/open?id=1bge-0dZSir9nno8FD8QnQpBGjF7pBZih,New Balance,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 褲子 pants",3680
1415,2024/11/5 下午 11:20:13,https://drive.google.com/open?id=1NMAeivvWLjt7SbuNZ07u5XdN1XWXo1WW,New Balance,長 long,下半身 Bottom,,"西裝褲、裙 dress pants、skirt, 褲子 pants",4080
1416,2024/11/5 下午 11:20:35,https://drive.google.com/open?id=1L84Sz2iROsI4GdRjXut_Tpcjsf4-2Avr,New Balance,長 long,下半身 Bottom,,"西裝褲、裙 dress pants、skirt, 褲子 pants",4080
1417,2024/11/5 下午 11:22:00,https://drive.google.com/open?id=1iE23FmRaSLSnI6jZ6rt3Gd0aFSqsYZrg,New Balance,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 裙子 skirt",3880
1418,2024/11/5 下午 11:22:21,https://drive.google.com/open?id=1K-wnNBOLlU2Nyndr0ZR-Y7iJ1HDR22cz,New Balance,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 裙子 skirt",3880
1419,2024/11/5 下午 11:22:59,https://drive.google.com/open?id=1tn-vCmnG9Mugvzyas_j0mloT1AAtv7oN,New Balance,長 long,上半身 Top,Shirt,,5480
1420,2024/11/5 下午 11:23:19,https://drive.google.com/open?id=1dnI86lUqaAivvl8eNcLZZVNTgWotcW2a,New Balance,長 long,上半身 Top,Shirt,,5480
1421,2024/11/5 下午 11:25:00,https://drive.google.com/open?id=1LCpgCVC-9KM0z27VwwCCPnTXAghC7hf1,New Balance,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,6280
1422,2024/11/5 下午 11:25:22,https://drive.google.com/open?id=13HU398int03bEN2iNxmNXFvZE67izTGv,New Balance,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,6280
1423,2024/11/5 下午 11:26:50,https://drive.google.com/open?id=1hup1MStliOOJWocvsHJKdVaeRq5rUR0i,New Balance,長 long,上半身 Top,"外套 Jacket, 西裝 Suit",,5880
1424,2024/11/5 下午 11:27:09,https://drive.google.com/open?id=1FTYwKYhtHo60zCtrtRYdnqUi8AniGMS1,New Balance,長 long,上半身 Top,"外套 Jacket, 西裝 Suit",,5880
1425,2024/11/5 下午 11:30:20,https://drive.google.com/open?id=14A6r8RYsOTb5_OjpYt-AzMGFPZdooGPB,New Balance,長 long,上半身 Top,T-Shirt,,2880
1426,2024/11/5 下午 11:30:40,https://drive.google.com/open?id=1oCASpMM8Jnt0ITJEmQtCn78EX82CGIhv,New Balance,長 long,上半身 Top,T-Shirt,,2880
1427,2024/11/5 下午 11:31:23,https://drive.google.com/open?id=1d8Toc0kk4ikOyqPcLsbumM31incfc-vI,New Balance,長 long,上半身 Top,T-Shirt,,4880
1428,2024/11/5 下午 11:31:50,https://drive.google.com/open?id=15TYjMoh2fFLDTlXD6LmhNdqCIaZ5Vj9g,New Balance,長 long,上半身 Top,T-Shirt,,4880
1429,2024/11/5 下午 11:33:52,https://drive.google.com/open?id=1wAcupTxvLDSr5PwGfhzgc6iW5aKyExxC,New Balance,短 short,上半身 Top,"T-Shirt, 運動材質 Sport Tops",,1480
1430,2024/11/5 下午 11:34:16,https://drive.google.com/open?id=1Tcpd-e5H2C1zZfV_Bc0OYv7BU2vgpShc,New Balance,短 short,上半身 Top,"T-Shirt, 運動材質 Sport Tops",,1480
1431,2024/11/5 下午 11:36:08,https://drive.google.com/open?id=1a9h8JD2GpyH4T2Uee4LACJsy14vzoqwn,New Balance,短 short,上半身 Top,T-Shirt,,2280
1432,2024/11/5 下午 11:36:33,https://drive.google.com/open?id=177Z2ZJ4ayxfkTTFiRniumtlVY93Wb4E6,New Balance,短 short,上半身 Top,T-Shirt,,2280
1433,2024/11/5 下午 11:36:54,https://drive.google.com/open?id=1C4ZCWDqEMsBvLi9P3cSgepRHc5l5mxjA,New Balance,短 short,上半身 Top,T-Shirt,,2280
1434,2024/11/5 下午 11:37:27,https://drive.google.com/open?id=145W8KMjzxo2ZuRobTcmMlJhAZsC3CPaF,New Balance,短 short,上半身 Top,"T-Shirt, 運動材質 Sport Tops",,1280
1435,2024/11/5 下午 11:38:51,https://drive.google.com/open?id=1aieFdnqm-AgLPB34qCIGso5xmGgEpbKu,New Balance,短 short,上半身 Top,T-Shirt,,2880
1436,2024/11/5 下午 11:39:10,https://drive.google.com/open?id=1itqRkoEmvUyL1BIW20RpZLg2PdDaMRhP,New Balance,短 short,上半身 Top,T-Shirt,,2880
1437,2024/11/5 下午 11:40:55,https://drive.google.com/open?id=1eeri4XLhRD775LulIV0-3NOdUBMw1UQR,New Balance,短 short,上半身 Top,"背心 Vest, 連帽衣 Hoodie",,2680
1438,2024/11/6 下午 3:17:08,https://drive.google.com/open?id=15JisDNZWAh_18Y6y6aKhN9r0XTz5QPXQ,Adidas,長 long,上半身 Top,T-Shirt,,1490
1439,2024/11/6 下午 3:18:34,https://drive.google.com/open?id=1RMH_jyJmE4dz_AZEH3RccilySc6OwJac,Adidas,長 long,上半身 Top,連帽衣 Hoodie,,2890
1440,2024/11/6 下午 3:23:19,https://drive.google.com/open?id=1ulV-bgCyk8neM2v9gbJKLOOyOmFkyVQi,Adidas,短 short,上半身 Top,T-Shirt,,990
1441,2024/11/6 下午 3:23:58,https://drive.google.com/open?id=1f-hKTHt0OhD3IDmhc_JrG9iil5-8eLZB,Adidas,長 long,上半身 Top,T-Shirt,,1490
1442,2024/11/6 下午 3:24:51,https://drive.google.com/open?id=1meGBY9neox8zoNa17Zn5889a6av1d1v_,Adidas,長 long,下半身 Bottom,,緊身褲 leggings,1890
1443,2024/11/6 下午 3:25:41,https://drive.google.com/open?id=17ZrYfBhVUMEqvZ5ywfVMWjSDQrXwcuPj,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1090
1444,2024/11/6 下午 3:26:30,https://drive.google.com/open?id=1rEKjptMkvkbvHReFD7ERSkccnZvzLIs9,Adidas,短 short,上半身 Top,T-Shirt,,1090
1445,2024/11/6 下午 3:27:10,https://drive.google.com/open?id=1aQF8DL2m-yAWqhAeP1jR0bhdm2FXyQZa,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 裙子 skirt",2490
1446,2024/11/6 下午 3:28:25,https://drive.google.com/open?id=1Cvv2QZlFFiBQOov-ak59EQhvvEomowHX,Adidas,短 short,上半身 Top,T-Shirt,,1090
1447,2024/11/6 下午 3:29:14,https://drive.google.com/open?id=14sP9gpEs1DulIZarBg1SjQckE3Z2fyEn,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1490
1448,2024/11/6 下午 3:30:40,https://drive.google.com/open?id=1zqh95NDXMEuiCIO_u-zNZvjzmIx7MT_1,Adidas,短 short,上半身 Top,T-Shirt,,1490
1449,2024/11/6 下午 3:31:31,https://drive.google.com/open?id=1qrPhu0asRPMka0DOrZqwMW3_cUgV0gd2,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2890
1450,2024/11/6 下午 3:32:16,https://drive.google.com/open?id=1JdYJhEGKilkyhjHQZC31umn3P-M_G0aQ,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1490
1451,2024/11/6 下午 3:33:19,https://drive.google.com/open?id=1rGt0xzWEPu2juZ1lW0GzRj4O9CMQXz5o,Adidas,長 long,上半身 Top,T-Shirt,,2890
1452,2024/11/6 下午 3:34:03,https://drive.google.com/open?id=1PnEmrlm5iRvEgfFK4lRVoYO4kcAzo30x,Adidas,短 short,上半身 Top,"背心 Vest, 運動材質 Sport Tops",,890
1453,2024/11/6 下午 3:35:02,https://drive.google.com/open?id=1GEDU1fy1mn0c_r4eRgfs-aYhBVt_Ghyb,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 裙子 skirt",2290
1454,2024/11/6 下午 3:36:20,https://drive.google.com/open?id=1qG-gjmZexUM80bdhFb_jhn4klcjrjfEh,Adidas,長 long,上半身 Top,T-Shirt,,2690
1455,2024/11/6 下午 3:37:01,https://drive.google.com/open?id=1A7VrQ6nbXh_bdLWbFVJMqZ840IHzoOS2,Adidas,短 short,上半身 Top,T-Shirt,,1690
1456,2024/11/6 下午 3:37:39,https://drive.google.com/open?id=1JA_c_u-85ndP_Ym1Sf7g99aqc6eNoSiM,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1490
1457,2024/11/6 下午 3:38:17,https://drive.google.com/open?id=1Cda70UnZ-zzlMBHHFFKLKmLmnl6X2pMx,Adidas,短 short,上半身 Top,T-Shirt,,1090
1458,2024/11/6 下午 3:39:03,https://drive.google.com/open?id=1PBEEOamQfrqw1WwN0AYbr-TE1IsNWYsF,Adidas,短 short,上半身 Top,T-Shirt,,990
1459,2024/11/6 下午 3:39:46,https://drive.google.com/open?id=11es3HUv3pM3llWXZVGQhVNMVFwSRSNPy,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 裙子 skirt",2490
1460,2024/11/6 下午 3:40:27,https://drive.google.com/open?id=18OGVzaepN4NJ4HdVAOUMItZ4OBTEJfeT,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1490
1461,2024/11/6 下午 3:41:03,https://drive.google.com/open?id=1G3uiuzdbUXpxP2eEpTJDj94-3M41m5iV,Adidas,短 short,上半身 Top,T-Shirt,,1290
1462,2024/11/6 下午 3:41:55,https://drive.google.com/open?id=1yz4GVfJucCF9ohFs0q10KDMRVQzc8XhT,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",3890
1463,2024/11/6 下午 3:43:22,https://drive.google.com/open?id=1QfVOPKjh0OPvLmm4WcPnhJVU6A6ZuGE9,Adidas,長 long,上半身 Top,外套 Jacket,,5890
1464,2024/11/6 下午 3:44:01,https://drive.google.com/open?id=1Ao8TOtAgu-temuy3dgLEN45a_39VIiRY,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1890
1465,2024/11/6 下午 3:44:49,https://drive.google.com/open?id=1fwmkQen68_n9_WA699FjkyT6VCpEA5k0,Adidas,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,2490
1466,2024/11/6 下午 3:45:27,https://drive.google.com/open?id=1oeZvWTXLbboFfpXEaCYqPkKjqAw2iCZq,Adidas,短 short,上半身 Top,T-Shirt,,1290
1467,2024/11/6 下午 3:46:17,https://drive.google.com/open?id=1liuw0bRptGnSZe0bREcKR3oGrM07hFLW,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1490
1468,2024/11/6 下午 3:47:24,https://drive.google.com/open?id=1z2LVJ-rx8EczZknCSVP7Wfja4PtneySQ,Adidas,短 short,上半身 Top,T-Shirt,,1890
1469,2024/11/6 下午 3:48:06,https://drive.google.com/open?id=1qjeYsQ4XQ1uzfFYeJo1_VY_U1AC1XAhC,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2690
1470,2024/11/6 下午 3:48:57,https://drive.google.com/open?id=1J6Vergcia21xRh6-VQkwiZEHvwtrvm3A,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 裙子 skirt",2490
1471,2024/11/6 下午 3:49:46,https://drive.google.com/open?id=1IipdQODrQaptwVFs-SpO8izsn3IkVFSl,Adidas,短 short,上半身 Top,T-Shirt,,1090
1472,2024/11/6 下午 3:50:24,https://drive.google.com/open?id=1rEA6vb4H9lDInPH9pRzgnuctUJ6oCyvo,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1490
1473,2024/11/6 下午 3:51:13,https://drive.google.com/open?id=1M-S7lbM27uGxGqREBQ1h6aO_kOXS_2rI,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1490
1474,2024/11/6 下午 3:56:03,https://drive.google.com/open?id=1cXO0JQRCa_RToIAaBSXKTGO4QYy2ZPja,Adidas,短 short,上半身 Top,背心 Vest,,1090
1475,2024/11/6 下午 3:56:47,https://drive.google.com/open?id=1t3tuUaUnYXPPlizmIxCxgB1mBINtLVuw,Adidas,長 long,上半身 Top,"T-Shirt, 連帽衣 Hoodie",,3690
1476,2024/11/6 下午 3:57:28,https://drive.google.com/open?id=1Ws8bV6vSyBREkSTM4kkHcmyFG5q0Nuoa,Adidas,長 long,上半身 Top,"外套 Jacket, 運動材質 Sport Tops",,3290
1477,2024/11/6 下午 3:58:06,https://drive.google.com/open?id=17DL4wxQXtQWlkei1hjbHClLBgzPYt4IL,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1490
1478,2024/11/6 下午 3:59:06,https://drive.google.com/open?id=19dqQuaoR_p4MBo-iJX-uWmeBAVaQx9PS,Adidas,短 short,上半身 Top,T-Shirt,,1290
1479,2024/11/6 下午 3:59:43,https://drive.google.com/open?id=1MKum-c8hD1QUPTeoaiX_J3BnsF0My9Fr,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1090
1480,2024/11/6 下午 4:00:33,https://drive.google.com/open?id=1RA1UFBtkkLBMjseBQBtzWLifDBKd3guJ,Adidas,短 short,上半身 Top,"背心 Vest, 運動材質 Sport Tops",,890
1481,2024/11/6 下午 4:01:20,https://drive.google.com/open?id=1lBZvzcaJ08DCA4a-KqK0K1Nqb-yrp_do,Adidas,長 long,下半身 Bottom,,緊身褲 leggings,2090
1482,2024/11/6 下午 4:02:05,https://drive.google.com/open?id=13RHGJkuLgbWN-4VtcyfCYXZGbBXosPKq,Adidas,長 long,上半身 Top,"外套 Jacket, 運動材質 Sport Tops",,3090
1483,2024/11/6 下午 4:03:00,https://drive.google.com/open?id=1irVpZBWhRcthFmsoC2Wpy82RZPKJsQWJ,Adidas,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,3490
1484,2024/11/6 下午 4:03:43,https://drive.google.com/open?id=1Ghhwadch2OkZtXmRhJ7Z3go78Zx_Yo9I,Adidas,短 short,上半身 Top,T-Shirt,,1690
1485,2024/11/6 下午 4:04:29,https://drive.google.com/open?id=1mgMRqNZFkWENDNJzIXpxNm1yOCphreb7,Adidas,長 long,下半身 Bottom,,緊身褲 leggings,1890
1486,2024/11/6 下午 4:08:14,https://drive.google.com/open?id=1rkfNNB1HjyDp3xYWWaOJwCutFvYth-V9,Adidas,長 long,上半身 Top,"外套 Jacket, 牛仔材質 Denim",,3890
1487,2024/11/6 下午 4:11:44,https://drive.google.com/open?id=15Jid-SeU5SU_ZH8CVyFJkFKQTMD338BO,Adidas,短 short,上半身 Top,T-Shirt,,1090
1488,2024/11/6 下午 4:12:22,https://drive.google.com/open?id=1b3BcwxdBJn1_kc039t4v2B2rjLaCT15F,Adidas,長 long,上半身 Top,T-Shirt,,3090
1489,2024/11/6 下午 4:12:59,https://drive.google.com/open?id=1a16fAmLYshxPjpury5JtR1pKg14ur11G,Adidas,長 long,上半身 Top,T-Shirt,,2890
1490,2024/11/6 下午 4:13:29,https://drive.google.com/open?id=1sZRN8y8jelo9uLU8MG4Tlu312lZveiQb,Adidas,短 short,上半身 Top,T-Shirt,,1090
1491,2024/11/6 下午 4:14:04,https://drive.google.com/open?id=1T4n_OOLHaQyLQxBsWauw_8p7EhnYzffu,Adidas,短 short,上半身 Top,T-Shirt,,1290
1492,2024/11/6 下午 4:14:49,https://drive.google.com/open?id=1BB5TmR7EKH1SrOU9ctuR3XbpeLorU_9l,Adidas,長 long,下半身 Bottom,,緊身褲 leggings,2090
1493,2024/11/6 下午 4:15:31,https://drive.google.com/open?id=1nUzfugzhJ14zW0MEEoyqeFkBDqHynRWu,Adidas,短 short,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 裙子 skirt",2690
1494,2024/11/6 下午 4:16:05,https://drive.google.com/open?id=1jvroU-bV2rFhDglIBCQz2bvYB217G_xy,Adidas,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,3490
1495,2024/11/6 下午 4:16:42,https://drive.google.com/open?id=1TuYIo3l-m7GgLhSesx2Cms_ggBaSP5Yi,Adidas,長 long,上半身 Top,T-Shirt,,2290
1496,2024/11/6 下午 4:30:56,https://drive.google.com/open?id=1d8dkBxoHyufI9BJF2_UFF1pQb1Cl369M,Adidas,長 long,上半身 Top,T-Shirt,,2890
1497,2024/11/6 下午 4:31:29,https://drive.google.com/open?id=1VZOU54vlm-bZ-S7Pnhz75HWCuSWoy_4y,Adidas,短 short,上半身 Top,T-Shirt,,1090
1498,2024/11/6 下午 4:32:09,https://drive.google.com/open?id=1zsWmPoL4-s2iH_gVHby7fPwnCOuKYhQc,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2490
1499,2024/11/6 下午 4:32:50,https://drive.google.com/open?id=1qZ8qIaivbggP3a0BYNrM0dwxb0qVhz1B,Adidas,長 long,上半身 Top,"外套 Jacket, 運動材質 Sport Tops",,2690
1500,2024/11/6 下午 4:33:32,https://drive.google.com/open?id=1gNRq68n2sVKrqfi5i23500yazYz52aC1,Adidas,短 short,上半身 Top,T-Shirt,,1290
1501,2024/11/6 下午 4:34:10,https://drive.google.com/open?id=1P0soSvG1Cc3V4u38-fJCYxGx0JquX0H8,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1890
